SYMBOL,avg_log2FC,AveExpr,t,Pvalue,adj.P.Val,B
HOXA10-HOXA9 ,1.22084808,2.452688233,15.31028807,2.03E-07,0.001226425,7.093336182
FBXO41 ,0.659740874,2.608793719,14.65239896,2.90E-07,0.001226425,6.844477944
MMP10,1.149173291,2.258168976,14.59125164,3.00E-07,0.001226425,6.820417071
COL11A1,1.302295861,2.223078342,14.30804322,3.52E-07,0.001226425,6.706818084
MMP13,1.47324151,2.335765935,14.05340571,4.07E-07,0.001226425,6.601563623
CDC25B,0.352867516,3.293598958,13.35922696,6.12E-07,0.001537018,6.298771579
MYBL2,0.631499759,3.062261941,13.03935491,7.43E-07,0.001600532,6.150970835
SLC6A1,-1.247460578,2.681460979,-12.64700159,9.50E-07,0.001788913,5.962069308
CYP4F12,-0.753751044,2.943490755,-11.19832047,2.50E-06,0.004079334,5.184036019
LIMK1,0.82081482,2.314687693,11.085914,2.71E-06,0.004079334,5.117848234
UBE2T,0.373963928,3.215412614,10.8693667,3.16E-06,0.004194541,4.987767963
DDX11,0.268627643,3.171823474,10.79425724,3.34E-06,0.004194541,4.941842904
COL9A2,0.793468104,2.252403932,10.5454762,4.01E-06,0.004650622,4.786680369
CBS,0.774972188,2.559585923,10.42648689,4.38E-06,0.00472036,4.710776103
CDKN3,0.397717964,3.264925244,10.22978628,5.09E-06,0.0051139,4.582830502
EN1,1.216240565,2.2468432,9.572711138,8.53E-06,0.007366769,4.132010565
RAD54L2,0.318902997,2.71907361,9.571893839,8.54E-06,0.007366769,4.131426388
MMP11,1.024388937,2.470753579,9.534746531,8.80E-06,0.007366769,4.104811174
SIX1,1.131928832,2.414324856,9.408656197,9.75E-06,0.007735628,4.013534113
EDN3,-1.260386581,2.853948775,-9.295634163,1.07E-05,0.007748978,3.930470773
LOC284825,-0.946530593,2.445347385,-9.267004721,1.10E-05,0.007748978,3.909240535
POLE,0.383359724,2.936497854,9.229421296,1.13E-05,0.007748978,3.881253055
BCAP29,-0.260391587,3.304663371,-9.021238265,1.35E-05,0.008500528,3.723776662
KAT2B,-0.416185843,3.328054725,-9.016264414,1.35E-05,0.008500528,3.719962918
CHTF18,0.445360534,2.400436764,8.947551487,1.44E-05,0.008653376,3.66702786
GAB1,-0.447814435,2.935952732,-8.871363039,1.53E-05,0.008883456,3.607787178
HMGB3,0.323195294,3.183544088,8.760009738,1.69E-05,0.009103408,3.520156359
UBE2C,0.313695968,3.507150585,8.75765817,1.69E-05,0.009103408,3.518292222
NELL2,0.792793664,2.985362788,8.55441281,2.02E-05,0.010510706,3.355024879
DNMT3B,1.085183446,2.51568945,8.495481163,2.13E-05,0.010708056,3.306879113
HOXA10,1.036287649,2.404098646,8.281635385,2.59E-05,0.012569122,3.129055626
LAMB3,0.297751534,3.519728573,8.187812826,2.82E-05,0.01267533,3.04946646
ARHGAP11B ,0.578966262,2.412501753,8.102181049,3.05E-05,0.01267533,2.975972493
ELL3,-0.168481415,3.225159047,-8.099104775,3.06E-05,0.01267533,2.973316976
ROR1,-0.538520502,2.936148047,-8.080262405,3.11E-05,0.01267533,2.957028511
ANKRD20A11P,-0.763832429,3.212248423,-8.067865547,3.15E-05,0.01267533,2.94629008
COBL,-0.828298852,2.401320331,-8.044718009,3.22E-05,0.01267533,2.92619263
GULP1,-0.494970731,3.291388356,-8.043298815,3.22E-05,0.01267533,2.924958464
PHYHD1,-0.6103848,2.739539292,-8.018290886,3.30E-05,0.01267533,2.903173394
RORA,-0.436000402,3.10431056,-7.996940446,3.36E-05,0.01267533,2.88451809
RNF121,0.333245099,2.656960764,7.913374003,3.64E-05,0.013378748,2.810997941
ITGA8,-0.608429646,2.901969257,-7.730858849,4.33E-05,0.014950127,2.647600694
CYP27B1,0.663260085,2.371422108,7.712596345,4.41E-05,0.014950127,2.631034896
SIX4,0.885330713,2.565095658,7.651985599,4.68E-05,0.014950127,2.575769708
FZD6,0.251755,3.544993723,7.63206983,4.77E-05,0.014950127,2.557514139
CPEB3,-0.501971136,2.446194999,-7.628433298,4.78E-05,0.014950127,2.554175589
CYP3A5,-0.994954405,2.967701722,-7.605280504,4.89E-05,0.014950127,2.532882497
BCL7A,0.359127772,2.766742874,7.591654676,4.96E-05,0.014950127,2.520320801
ENPEP,0.689449698,2.612646374,7.576611576,5.03E-05,0.014950127,2.506426344
ANKRD35,-0.601641052,3.15671075,-7.527217995,5.28E-05,0.014950127,2.46061041
PPP1R3B,-0.623333035,2.718819215,-7.509276683,5.38E-05,0.014950127,2.443894723
SNORA5B ,0.20179757,3.204553617,7.50157849,5.42E-05,0.014950127,2.436710299
COL10A1,1.083441902,2.274230319,7.463152738,5.63E-05,0.014950127,2.400739905
CABLES2,0.314423907,3.035798435,7.448195573,5.71E-05,0.014950127,2.38668917
PLAU,0.52651975,3.266068403,7.432062432,5.80E-05,0.014950127,2.371502644
LAMC2,0.599417178,3.075170648,7.430544775,5.81E-05,0.014950127,2.370072372
AURKB,0.291564575,2.997946797,7.427034914,5.83E-05,0.014950127,2.366763512
TMLHE,-0.208196284,3.064287446,-7.405283779,5.96E-05,0.014950127,2.346223821
CKS1B,0.193846393,3.573241274,7.402587683,5.97E-05,0.014950127,2.34367378
MYH11,-1.018450793,2.708580041,-7.387007319,6.07E-05,0.014950127,2.328919674
GRK6,0.250023764,3.020252538,7.38239332,6.10E-05,0.014950127,2.324544543
CRAT,-0.290975273,3.31619005,-7.36638733,6.19E-05,0.014950127,2.309346528
CYP11A1,-0.623211817,2.005145693,-7.357602038,6.25E-05,0.014950127,2.300991061
DONSON,0.215438123,3.21794356,7.297229279,6.64E-05,0.015488361,2.243309292
DSCC1,0.483076528,2.927948945,7.291247882,6.68E-05,0.015488361,2.237569434
CNOT3,0.265294661,3.045933794,7.248976837,6.97E-05,0.015742555,2.196875858
NEIL3,0.536665071,2.065121899,7.245120506,7.00E-05,0.015742555,2.193152116
DENND4C,-0.227892869,3.264442356,-7.179215569,7.48E-05,0.016585008,2.129218916
DDX11 ,0.294179837,3.143815458,7.148820284,7.72E-05,0.016859791,2.0995448
C15orf52,-0.499837363,3.042580579,-7.127777536,7.89E-05,0.016980807,2.078931343
GAB2,-0.254266917,3.09842761,-7.106299443,8.06E-05,0.017114647,2.057832178
C4orf46,0.407961804,2.777521086,7.070180614,8.37E-05,0.017130623,2.022215123
NCAPD3,0.192696506,3.255500399,7.068923263,8.38E-05,0.017130623,2.020972172
PHF12,0.197456622,3.013713934,7.057681888,8.48E-05,0.017130623,2.00985034
FOXK2,0.217973108,3.401414353,7.052183548,8.52E-05,0.017130623,2.004404441
GNG12,-0.280522229,3.324229457,-7.018464203,8.83E-05,0.017336719,1.970919896
WDR5,0.286128203,3.028714524,7.015200881,8.86E-05,0.017336719,1.967671359
PDZRN3,-0.420312035,3.356068224,-6.987894069,9.11E-05,0.017606732,1.940433198
PLEKHG4,0.514067126,2.806320496,6.926348549,9.72E-05,0.018256824,1.878680114
POLI,-0.244342505,3.081280025,-6.916239925,9.82E-05,0.018256824,1.868489193
NUP62,0.193523443,3.333308412,6.911976527,9.86E-05,0.018256824,1.864186993
CRISP3,-1.544192751,3.091431195,-6.905305364,9.93E-05,0.018256824,1.857450239
LINC01140,-0.334555566,2.651134154,-6.88668574,0.000101289,0.018305529,1.838616024
PDCD2L,0.276692624,3.117484063,6.879831217,0.000102021,0.018305529,1.831670798
FAM64A,0.760856804,2.412075619,6.839484191,0.000106454,0.018700147,1.790661831
UBE2S,0.218417354,3.482534014,6.837284967,0.000106702,0.018700147,1.78842022
EZR,-0.239000423,3.448663521,-6.819811193,0.000108692,0.018830032,1.770586444
GPX3,-0.401174504,3.697083115,-6.759747172,0.000115852,0.019842361,1.708969155
SCNN1B,-0.951761351,2.763778588,-6.72944682,0.00011966,0.020073656,1.677698669
COL27A1,0.358405331,3.236308189,6.722891654,0.000120502,0.020073656,1.670917092
C21orf15,-0.7442668,2.95426851,-6.717505109,0.000121198,0.020073656,1.66534009
GGTA1P,-0.53925614,3.314106079,-6.688225487,0.000125063,0.020181714,1.634955491
NDRG2,-0.292717557,3.408929634,-6.681796265,0.00012593,0.020181714,1.628267842
PAK2,0.301891964,3.115053042,6.680607505,0.000126091,0.020181714,1.627030675
GIT1,0.242421731,2.409790535,6.670279575,0.000127499,0.020181714,1.616273981
CAB39L,-0.569302357,2.589080699,-6.65588418,0.00012949,0.020181714,1.601256387
LRRC8D,0.285431669,3.288283233,6.653058304,0.000129885,0.020181714,1.598305007
MAP4K2,0.647154343,2.200409924,6.613343111,0.000135578,0.020851309,1.556708873
LOC257152,0.236031095,2.063663632,6.599936455,0.000137561,0.02094262,1.542617793
NOP2,0.22051113,3.460441786,6.572819253,0.000141671,0.021352597,1.514039626
TMEM184B,0.20162873,3.238460547,6.559838346,0.000143686,0.021441862,1.500322995
FBXO3,-0.241854877,3.43906094,-6.526914809,0.000148939,0.021856556,1.465427511
APC,-0.206104054,3.319344352,-6.5243,0.000149365,0.021856556,1.462649562
KCNAB1,-0.451544856,2.900576589,-6.495080062,0.000154219,0.022006304,1.431541068
LEPRE1,0.237546097,3.165905612,6.477084473,0.000157295,0.022006304,1.41232242
ACVR1C,1.068266195,2.373605303,6.474479511,0.000157746,0.022006304,1.409536619
TNFAIP8L1,0.262786719,3.086839295,6.473284924,0.000157953,0.022006304,1.40825878
SMYD5,0.223256243,3.041300364,6.47154416,0.000158256,0.022006304,1.406396341
MTERF4,-0.202089736,3.138630948,-6.462632329,0.000159814,0.022006304,1.396854868
VIT,-0.708493205,2.605872574,-6.458126152,0.000160609,0.022006304,1.392026032
ELF4,0.323205521,3.029751345,6.432976149,0.000165123,0.022421058,1.365022255
CDCA3,0.582083078,2.811864567,6.4182096,0.000167839,0.022586303,1.349125363
CDC20,0.267675514,3.375631814,6.403306526,0.000170629,0.022758617,1.333049979
TBC1D20,-0.188426071,3.223046182,-6.384096402,0.000174302,0.023044504,1.312281936
ITPR3,0.297036567,3.266627835,6.375204066,0.000176031,0.023070753,1.302650564
MYRIP,-0.568260235,2.696991329,-6.359061819,0.000179218,0.023286013,1.28513778
LOC100506325 ,-0.366425596,3.017608666,-6.341788453,0.000182699,0.023535429,1.2663564
PIAS1,-0.288278536,3.239938379,-6.32662328,0.000185817,0.023727975,1.249831876
WHSC1,0.650834371,2.690204536,6.315124616,0.00018822,0.023727975,1.237280418
CHEK2,0.413086657,2.838356447,6.311817466,0.000188917,0.023727975,1.23366694
NOL12 ,-0.164041805,3.483074441,-6.3023263,0.000190934,0.023783133,1.223287872
AHCTF1,0.219746295,3.371567626,6.289737417,0.000193646,0.023887841,1.209501201
FLAD1,0.241548298,3.224450785,6.283778721,0.000194945,0.023887841,1.202967557
CCBE1,-0.517028943,2.261827,-6.268328818,0.000198356,0.02391908,1.186002942
EXO1,0.430864054,2.971387765,6.262904628,0.000199569,0.02391908,1.18003875
VLDLR,-0.346754671,3.259847052,-6.260607454,0.000200085,0.02391908,1.177511594
SPAG16,-0.40362828,3.321879467,-6.254135599,0.000201547,0.02391908,1.170387685
FLVCR1,0.424879353,3.028782104,6.227773355,0.000207626,0.024135266,1.141306417
ANKRD20A1 ,-0.797668295,3.343679309,-6.226044891,0.000208032,0.024135266,1.139396142
TPX2,0.339834669,3.405180067,6.225442781,0.000208173,0.024135266,1.138730595
SLC5A6,0.316892918,3.203956416,6.202043472,0.000213753,0.024370281,1.112825007
SIM2,-0.973744187,2.814671059,-6.19750478,0.000214855,0.024370281,1.107790913
MASP1,-0.544382939,2.265208696,-6.196698715,0.000215051,0.024370281,1.106896551
APOA1BP,0.143395465,3.57916703,6.188280948,0.000217112,0.024420241,1.097551004
BEND3,0.44148013,2.768787279,6.152230666,0.000226187,0.025252565,1.057409833
MEX3D,0.269951609,3.126772973,6.136212621,0.000230353,0.025487347,1.039512812
GMNN,0.152147089,3.511792503,6.131203348,0.000231672,0.025487347,1.033908177
UXS1,0.150103427,3.383894986,6.115864478,0.000235766,0.0257497,1.016723232
KIAA1804,0.55825653,2.932401173,6.099871615,0.000240118,0.025981453,0.998768583
ZNF518B,0.259220068,3.184192905,6.095455285,0.000241335,0.025981453,0.993803854
POLD1,0.293534106,3.127514456,6.073426537,0.000247509,0.026317826,0.968996539
DHX37,0.35709545,2.532555706,6.070524583,0.000248335,0.026317826,0.965723187
KLHDC3,0.26727028,3.195728995,6.057763436,0.000252004,0.026317826,0.951314008
MCM2,0.319352205,3.387729984,6.054149546,0.000253054,0.026317826,0.947229008
PARP1,0.185936721,3.52347885,6.053100787,0.000253359,0.026317826,0.946043168
TRNP1,-0.384816655,3.455225755,-6.047709919,0.000254936,0.026317826,0.939945092
ECT2,0.311568946,3.450306014,6.035674272,0.000258496,0.026425585,0.926314927
FAM63B,-0.479732958,2.543208318,-6.032357015,0.000259487,0.026425585,0.922554398
MAP3K11,0.19050582,3.190209128,6.024690116,0.000261793,0.026481458,0.913856726
SUMO3,0.124792053,3.355553552,5.993993206,0.000271251,0.027164729,0.878944892
IMP4,0.140258443,3.475527186,5.982385953,0.000274925,0.027164729,0.865707164
GFRA1,-0.682730696,2.777794871,-5.979015924,0.000276002,0.027164729,0.861859965
FBXL16,-0.706564885,3.027083987,-5.973789061,0.000277681,0.027164729,0.855889654
ZNF526,0.211750763,2.471170992,5.969586649,0.000279039,0.027164729,0.851086537
BID,0.423263356,3.00093618,5.957919441,0.000282848,0.027164729,0.837737695
MCM6,0.178234421,3.526011352,5.953245625,0.00028439,0.027164729,0.832384493
ATF5,0.488407531,2.857678098,5.943153462,0.000287751,0.027164729,0.820814135
RUVBL1,0.228732623,3.386373191,5.941783382,0.000288211,0.027164729,0.819242199
RAD51AP1,0.274123399,3.274978867,5.941424604,0.000288331,0.027164729,0.818830515
COLGALT1,0.165190127,3.45400401,5.941300112,0.000288373,0.027164729,0.818687661
INTS1,0.181893583,3.098870573,5.933853299,0.000290887,0.027218974,0.810138219
ZNF365,-1.049633494,2.537848536,-5.925307962,0.000293801,0.027218974,0.80031731
HOXC10,0.827754058,2.509522157,5.919266478,0.00029588,0.027218974,0.793367369
DHX33,0.151238062,3.401539691,5.91842135,0.000296172,0.027218974,0.792394721
TP53I13,0.326640922,2.499788253,5.912871054,0.000298099,0.027230013,0.78600427
CRIM1,-0.283602834,3.421361316,-5.888398665,0.00030676,0.027852329,0.757772014
TACC3,0.340429202,3.160884639,5.871953403,0.000312735,0.028014036,0.738749287
XPA,-0.230685971,3.241071727,-5.870780065,0.000313166,0.028014036,0.737390487
FAM63A,-0.574086321,3.008940051,-5.867943089,0.000314211,0.028014036,0.734104226
SNORA68,-0.230768501,3.161714456,-5.86317504,0.000315976,0.028014036,0.728578325
BBS2,-0.182389172,3.227572114,-5.84699728,0.000322046,0.028385224,0.70980352
SLC33A1,0.323437369,2.935021292,5.823936374,0.00033092,0.028860917,0.6829719
ITGB4,0.378739003,3.22645049,5.820145091,0.000332404,0.028860917,0.678552959
GTF2IRD2,0.179840126,3.418723764,5.806457741,0.000337824,0.028860917,0.662581418
NOLC1,0.168439953,3.310349818,5.801752811,0.00033971,0.028860917,0.657084721
MRGBP,0.379690099,2.794745974,5.800920249,0.000340045,0.028860917,0.6561117
RASL11B,0.298612861,1.824973753,5.79047608,0.000344276,0.028860917,0.643896548
RAB15,0.567999712,2.602382029,5.784910615,0.000346554,0.028860917,0.637380567
TRAF4,0.32576226,3.289788477,5.780385526,0.000348418,0.028860917,0.632079161
C2orf54,-0.903264352,2.866104485,-5.773062606,0.000351459,0.028860917,0.623493304
SCIN,-1.204758486,2.784501329,-5.769637614,0.000352891,0.028860917,0.619474811
ABLIM3,-0.590706885,3.075711454,-5.768460862,0.000353384,0.028860917,0.618093732
CDK18,0.437049124,2.281856079,5.765764611,0.000354518,0.028860917,0.614928514
BOP1 ,0.314381173,3.299442624,5.76283836,0.000355752,0.028860917,0.611492032
MYPOP,0.229614187,2.874943114,5.762056183,0.000356083,0.028860917,0.610573251
CIT ,0.296094212,2.972669961,5.761860837,0.000356166,0.028860917,0.610343773
CDC7,0.37190585,3.003943453,5.751258084,0.000360685,0.029070812,0.597879728
CCNF,0.679069687,2.291512465,5.741908333,0.000364722,0.029101284,0.58687436
NR2F1,-0.310600593,3.042772108,-5.741442034,0.000364925,0.029101284,0.58632514
PTDSS1,0.176809996,3.623922396,5.732390623,0.000368882,0.029127911,0.575657528
FGD4,-0.249574168,3.228024701,-5.717892187,0.00037532,0.029127911,0.558544085
MEST,0.333780355,3.330382697,5.715145046,0.000376554,0.029127911,0.555297819
KRI1,0.198097555,3.142630737,5.707480916,0.000380019,0.029127911,0.546235071
MAPKAPK2,0.190673494,3.499960682,5.703173336,0.000381981,0.029127911,0.541137441
CNPPD1,-0.194365935,3.432270666,-5.695961724,0.000385292,0.029127911,0.532596766
SPINK5,-0.821010706,3.609635948,-5.695927028,0.000385308,0.029127911,0.532555656
CKAP2L,0.623032532,2.723100251,5.695908489,0.000385317,0.029127911,0.53253369
POLR2D,0.197011527,3.14400131,5.694930689,0.000385768,0.029127911,0.531375062
SRM,0.26388922,3.3768312,5.690135711,0.00038799,0.029127911,0.525691202
C1orf112,0.529325323,2.525809599,5.689380386,0.000388341,0.029127911,0.524795534
TSPYL4,-0.204860157,3.390515015,-5.687597753,0.000389172,0.029127911,0.522681331
ADRM1,0.13418034,3.476568108,5.681000334,0.000392262,0.029127911,0.514852533
DDX28,0.196264463,3.053982189,5.680887525,0.000392315,0.029127911,0.514718609
NUP43,0.151492927,3.462234953,5.673568659,0.000395775,0.029240752,0.506025733
AGRN,0.46466782,3.032075641,5.66246873,0.000401086,0.029299222,0.492826193
LARS,-0.134756947,3.46391754,-5.656048803,0.000404193,0.029299222,0.485183222
NEB,1.036641448,2.125812549,5.651556522,0.000406383,0.029299222,0.479831345
UHMK1,0.15642189,3.618221278,5.651104796,0.000406604,0.029299222,0.479293009
RIOK1,0.202195414,3.408067644,5.651020591,0.000406645,0.029299222,0.479192656
LMNB2,0.39090287,3.269122401,5.647789024,0.00040823,0.029299222,0.475340534
DIRAS3,-0.657993022,2.338493215,-5.643631257,0.000410278,0.029306696,0.47038198
FAM86C1,0.542789693,2.578011625,5.63550894,0.000414313,0.029420557,0.460687596
PRCC,0.162969782,3.26659456,5.632583788,0.000415776,0.029420557,0.457193785
SERPINH1,0.47632468,3.341799226,5.625000739,0.000419597,0.029523416,0.448130401
LOC100132167,-0.364820225,2.457471032,-5.621944022,0.000421147,0.029523416,0.444474446
RIOK3,-0.359218757,3.453211229,-5.612232815,0.000426116,0.02970183,0.432849855
PCCA,-0.252086627,3.178117995,-5.607916418,0.000428345,0.02970183,0.427678316
BGN,0.360449365,3.154300673,5.605488658,0.000429604,0.02970183,0.42476831
PTK7,0.336514837,3.213115218,5.600041771,0.000432445,0.029761665,0.418236141
CACYBP,0.114498744,3.691885969,5.59489134,0.000435149,0.029811659,0.412055263
USB1,0.380513672,2.946759191,5.586114518,0.0004398,0.029829091,0.401512978
MRPL14,0.167819221,3.607861816,5.582057742,0.000441968,0.029829091,0.396636137
CPEB4,-0.38786799,2.964412124,-5.579594737,0.00044329,0.029829091,0.393673997
RFC3,0.146536763,3.348690731,5.579539928,0.00044332,0.029829091,0.393608069
PNPT1,0.16819933,3.496010044,5.573477348,0.000446593,0.029915756,0.386312822
IK,-0.149495016,3.478926629,-5.565423524,0.000450981,0.030010028,0.376612628
PLLP,-0.32007578,3.26412357,-5.563598851,0.000451982,0.030010028,0.374413553
ARRDC3,-0.277252984,3.424708991,-5.553922062,0.000457331,0.030231964,0.362742537
DOCK9,-0.188237497,3.602937312,-5.542951164,0.000463478,0.030504548,0.34949309
USP21,0.152225495,3.281733047,5.538173814,0.000466183,0.030549184,0.343717671
LOC101928100,0.392817887,2.792949925,5.530040532,0.000470828,0.030674093,0.333877031
ANKRD37,-0.705403425,3.228324643,-5.527416078,0.000472338,0.030674093,0.330699443
SCNN1G,-0.482061478,3.14158832,-5.524200293,0.000474195,0.030674093,0.326804432
DNA2,0.372339158,2.896790345,5.518709543,0.000477384,0.030675776,0.320150217
THOP1,0.250133348,2.587310464,5.517154476,0.000478291,0.030675776,0.318264783
CTTNBP2,-0.829935154,2.958160613,-5.498025114,0.00048961,0.031193844,0.295040596
TMEM177,0.348202731,3.037790587,5.495228331,0.000491289,0.031193844,0.291640346
MSL2,0.202164612,3.256161372,5.49293299,0.000492672,0.031193844,0.288848821
KANK1,-0.281652012,3.5986195,-5.489664908,0.000494648,0.031193844,0.284872857
STMN1,0.186252527,3.297730346,5.467824809,0.000508078,0.031775861,0.258259202
GMPS,0.203116911,3.550666259,5.46779977,0.000508093,0.031775861,0.258228648
KIF18A,0.509958698,2.667985052,5.461454679,0.000512069,0.031892192,0.250482699
CFD,-0.491029351,3.401891962,-5.45689284,0.000514949,0.031939556,0.244909811
U2SURP,0.169718667,3.67359921,5.438117759,0.000526988,0.032552307,0.22193923
SAC3D1,0.29014858,3.180362978,5.433396979,0.000530063,0.032608617,0.216154843
NCBP2-AS2,0.182402911,3.419461359,5.422780424,0.00053705,0.032904167,0.203133566
EPHB4,0.164247145,3.19616892,5.413596578,0.000543176,0.033144731,0.191855239
RAD54L,0.476435043,2.889564129,5.406867639,0.000547712,0.033163353,0.183583279
COG2,0.150151126,3.278301703,5.406617594,0.000547882,0.033163353,0.183275759
RAB5A,-0.225180889,3.297029193,-5.400979133,0.000551716,0.033261869,0.176338634
E2F6,0.195097394,3.187569418,5.391937923,0.000557926,0.033502227,0.165204597
EXOSC4,0.252575423,3.202238063,5.381562973,0.000565146,0.033557551,0.152412246
PXYLP1,0.432866878,3.15879092,5.381110812,0.000565463,0.033557551,0.151854345
HDGF,0.145948358,3.765009564,5.3810194,0.000565527,0.033557551,0.151741552
BHLHE40,-0.354083257,3.470609333,-5.371754506,0.000572065,0.033812398,0.140302792
ERCC6L,0.338415629,2.825366574,5.344630309,0.000591685,0.034680219,0.106736569
NHLH2,-0.787147683,2.340027536,-5.342044042,0.000593593,0.034680219,0.103530004
TMEM248,0.111064941,3.512300749,5.339471085,0.000595499,0.034680219,0.100338894
PAFAH1B3,0.219623461,3.220237625,5.338861604,0.000595951,0.034680219,0.099582832
ARHGAP20,-0.476709894,2.506918447,-5.316603968,0.00061273,0.035519487,0.071932052
LHX6,0.488293457,2.54887554,5.303253184,0.000623041,0.035858872,0.055308765
CDCA5,0.434574741,3.10230677,5.302080769,0.000623955,0.035858872,0.053847625
APMAP,0.234381983,3.485389941,5.298386591,0.000626846,0.035858872,0.049242281
PPP1R3C,-0.967351214,3.282155491,-5.296788659,0.000628101,0.035858872,0.047249553
KNTC1,0.242554733,3.065502603,5.288311996,0.000634805,0.035906298,0.036671832
WDR44,-0.228805451,3.216278232,-5.284451889,0.000637883,0.035906298,0.031851179
HSF1,0.244004279,3.237905632,5.284328011,0.000637982,0.035906298,0.031696436
UBL3,-0.246636717,3.540792074,-5.282879232,0.000639142,0.035906298,0.029886508
SPC25,0.486869429,2.983838341,5.28075873,0.000640844,0.035906298,0.027236811
GTSE1 ,0.316345335,1.806280102,5.270542111,0.000649112,0.03623485,0.01446055
LOC440434,-0.174552451,3.424057954,-5.263576255,0.000654815,0.036418367,0.005740016
MND1,0.350460778,2.729220371,5.255182738,0.000661761,0.036595514,-0.004778009
SMIM5,-0.763349557,3.03298942,-5.252206926,0.000664242,0.036595514,-0.008509716
NUP155,0.261910343,3.159324705,5.250960775,0.000665285,0.036595514,-0.010072823
ARPC1B,0.214349766,3.544513927,5.241647165,0.000673131,0.036818692,-0.021763118
DKC1 ,0.149120042,3.462585546,5.24035455,0.000674228,0.036818692,-0.023386674
CDKN2AIP,-0.230389868,3.294453704,-5.232940573,0.000680557,0.036951383,-0.032703926
HOXA2,-0.298151024,2.344764299,-5.231771149,0.000681561,0.036951383,-0.034174354
BLM,0.537168464,2.803830834,5.228362291,0.000684497,0.036977568,-0.038461871
NAT14,0.460775179,2.278994668,5.224524727,0.000687819,0.037024333,-0.043290802
MAML2,-0.466972697,2.651165993,-5.216367471,0.000694939,0.037117544,-0.053563099
DCAF10,-0.204955358,3.136882598,-5.215790701,0.000695446,0.037117544,-0.054289816
FOXM1,0.572723616,3.07386944,5.214093034,0.000696939,0.037117544,-0.056429142
NUCB2,-0.306259252,3.604450703,-5.207223233,0.000703017,0.037309389,-0.065090836
UBAP2L,0.168743553,3.47916286,5.203553243,0.000706287,0.037351431,-0.069721161
WNT2,0.455569867,2.218911284,5.198497622,0.000710819,0.037403409,-0.076103199
FAM172A,-0.203617083,3.344813393,-5.196787772,0.000712359,0.037403409,-0.078262572
TAGLN2,0.127623517,3.831547828,5.194180283,0.000714715,0.037403409,-0.081556468
MIR7110 ,0.156993511,3.320002637,5.180871447,0.00072687,0.037896068,-0.0983856
SENP5,0.149157808,3.366666643,5.17839429,0.000729157,0.037896068,-0.101521091
SMG5,0.327155149,3.087948844,5.168291093,0.000738567,0.038126514,-0.114319426
MIS18A,0.231251251,3.152185192,5.168202158,0.000738651,0.038126514,-0.114432158
OTULIN,0.424784373,2.544013502,5.158125667,0.000748168,0.038426504,-0.127212961
PTN,-0.699466698,3.097288667,-5.156662498,0.000749562,0.038426504,-0.129070155
NUDT11,0.563088745,2.767710462,5.148086859,0.000757784,0.038716317,-0.139962017
MFAP2,0.581975392,3.2179957,5.144167632,0.000761574,0.038778512,-0.144943694
MAK16,0.108609212,3.33607698,5.129272876,0.000776167,0.039288842,-0.163898502
CRIP2,-0.346289102,3.368316493,-5.128624323,0.00077681,0.039288842,-0.16472464
IMPDH1,0.279060617,3.100482349,5.124709557,0.000780699,0.039314074,-0.169712764
CCNE1,0.44958772,2.942746572,5.122878607,0.000782525,0.039314074,-0.172046564
RAD1,0.151509137,3.20246534,5.118472657,0.000786939,0.039361682,-0.177664746
SLC39A10,0.179693658,3.255241509,5.116726452,0.000788696,0.039361682,-0.179892248
FMO2,-0.381498284,3.49063895,-5.112385323,0.000793082,0.039449952,-0.185432
TIMM50,0.134640879,3.372348156,5.103597543,0.000802042,0.039764419,-0.196655345
PGM5-AS1,-0.901578422,2.815775631,-5.100999221,0.000804713,0.039766003,-0.199976156
STK10,0.206870845,2.779313307,5.095685816,0.000810204,0.039906498,-0.206770351
HYLS1,0.166426122,3.016336804,5.087657384,0.000818577,0.040187622,-0.21704475
RFT1,0.282157344,2.825813853,5.08379176,0.000822643,0.040256087,-0.221995448
AK3,-0.139626813,3.659774745,-5.074345794,0.00083267,0.040614889,-0.234102896
UNC13B,-0.197965396,3.359248995,-5.070682986,0.000836594,0.040653717,-0.238801555
AMPD2,0.191030687,2.907545951,5.068575377,0.000838861,0.040653717,-0.241506169
FAM111A,0.162890407,3.421381238,5.057693483,0.000850671,0.041093972,-0.255481747
TIGD5,0.213952132,3.123828716,5.052002072,0.000856921,0.041099066,-0.26279872
MIR3658 ,0.209127824,3.402977499,5.050359371,0.000858733,0.041099066,-0.264911565
SMDT1,-0.156296142,3.636081237,-5.050156754,0.000858957,0.041099066,-0.265172201
B3GALT6,0.310025006,3.132775673,5.035331741,0.000875513,0.041758657,-0.284260078
CCM2,0.245643091,3.184134698,5.024634795,0.000887674,0.041858989,-0.298054634
RPN1,0.147871855,3.653309722,5.020885268,0.00089198,0.041858989,-0.302894263
CHMP2B,-0.196275997,3.448964591,-5.020842814,0.000892029,0.041858989,-0.302949072
LMBRD1,-0.149968045,3.642765236,-5.018361474,0.000894891,0.041858989,-0.306153062
IL13RA1,-0.127866141,3.558740636,-5.017534216,0.000895848,0.041858989,-0.307221463
XCL1 ,0.942883793,2.479411449,5.016647294,0.000896875,0.041858989,-0.308367043
DYNLT3,-0.217720111,3.710693015,-5.016489284,0.000897058,0.041858989,-0.308571147
MSRA,-0.162218268,3.237422886,-5.010217011,0.000904357,0.042069329,-0.316676364
